id,length,start_time,trip_time,edge_start,edge_end,turn_I1,turn_I2,turn_I3
604,4.35,501.4,12,5_1,1_8,s,n,n
605,5.06,501.7,168.6,4_3,2_6,n,r,s
606,12.7,502.2,38.5,9_2,2_6,n,s,n
607,4.7,502.5,15.5,9_2,2_6,n,s,n
610,4.34,503.8,12,5_1,1_8,s,n,n
611,4.41,504.3,13.7,9_2,2_6,n,s,n
612,5.06,504.3,174,4_3,2_6,n,r,s
613,4.34,505.2,11.1,5_1,1_8,s,n,n
614,4.31,506,77.6,10_3,1_0,s,s,l
615,4.52,506.4,13.2,9_2,2_6,n,s,n
616,4.89,506.5,60.4,4_3,3_7,n,n,r
617,4.59,508.6,17.8,9_2,2_3,,,
619,5.29,509.2,169.8,4_3,2_6,n,r,s
620,5.45,509.3,14.8,9_2,2_6,n,s,n
621,5.03,509.4,49.6,9_2,3_4,n,r,l
622,5.73,509.8,11.9,5_1,1_8,s,n,n
623,4.3,510.3,14.9,9_2,2_6,n,s,n
624,5.03,510.6,73.4,7_3,1_8,l,s,r
625,4.39,510.9,13.1,9_2,2_6,n,s,n
626,4.36,511,9.3,5_1,1_8,s,n,n
627,4.98,511.3,52.2,9_2,3_4,n,r,l
628,4.91,512.5,156.6,4_3,1_8,l,s,s
629,4.96,512.5,170.3,4_3,2_6,n,r,s
630,4.78,512.7,12,5_1,1_8,s,n,n
631,4.43,513.1,16.7,9_2,2_6,n,s,n
632,4.31,513.2,12.7,9_2,2_6,n,s,n
633,5.07,513.4,62.8,5_1,3_4,l,s,s
634,4.26,513.4,14.3,9_2,2_6,n,s,n
635,5.12,513.8,44.4,0_1,1_8,r,n,n
636,4.76,513.9,17.2,7_3,3_10,n,n,s
639,4.49,514.6,12.2,5_1,1_8,s,n,n
640,4.41,515.1,9.7,5_1,1_8,s,n,n
641,4.57,515.2,13.3,9_2,2_6,n,s,n
642,4.72,515.7,43.2,9_2,1_0,s,l,n
644,4.51,516,13.9,9_2,2_6,n,s,n
645,4.77,516.7,16.1,7_3,3_10,n,n,s
646,3.87,516.9,11.9,5_1,1_8,s,n,n
647,4.33,517.3,13.5,9_2,2_6,n,s,n
648,4.69,517.6,15.8,9_2,2_6,n,s,n
649,4.82,517.8,23,10_3,3_7,n,n,s
650,5.2,517.9,10.8,5_1,1_8,s,n,n
651,5.16,518.6,66.2,0_1,2_6,s,l,n
653,4.34,519.3,13.9,9_2,2_6,n,s,n
654,4.23,519.6,16.3,9_2,2_6,n,s,n
655,4.28,519.6,11.1,5_1,1_8,s,n,n
657,5.03,520.9,74,9_2,3_7,n,r,l
658,4.63,521.1,12.6,9_2,2_6,n,s,n
659,4.23,521.9,9.1,5_1,1_8,s,n,n
660,5.93,522.5,13.3,9_2,2_6,n,s,n
661,4.91,522.6,61.5,9_2,3_7,n,r,l
662,4.94,522.6,39.4,9_2,1_0,s,l,n
663,4.7,522.8,19.8,9_2,2_6,n,s,n
664,4.79,523.3,19.6,10_3,3_7,n,n,s
665,4.91,523.7,12.8,9_2,2_6,n,s,n
666,4.98,524.7,39.2,9_2,1_0,s,l,n
667,5.27,524.7,37.6,9_2,3_4,n,r,l
668,4.59,525,11.9,9_2,2_6,n,s,n
669,4.4,525,10.2,5_1,1_8,s,n,n
670,4.2,525.1,19.7,9_2,2_6,n,s,n
672,5.7,526.2,20.9,10_3,3_7,n,n,s
673,4.84,526.8,34.5,2_3,3_4,,,
674,4.66,526.9,8.3,5_1,1_8,s,n,n
675,4.49,527,11.6,9_2,2_6,n,s,n
676,4.44,527.5,19,9_2,2_6,n,s,n
677,4.67,527.9,10.2,5_1,1_8,s,n,n
678,4.29,528,13.2,9_2,2_6,n,s,n
679,5.11,528.4,35.7,9_2,3_4,n,r,l
680,3.6,528.9,11.6,9_2,2_6,n,s,n
681,4.23,530.2,10,5_1,1_8,s,n,n
682,4.22,530.2,18.6,9_2,2_6,n,s,n
683,4.05,531.1,13.7,9_2,2_6,n,s,n
684,5.06,531.6,34,9_2,3_4,n,r,l
685,4.08,532.4,12.8,9_2,2_6,n,s,n
686,4.55,532.9,13.4,9_2,2_6,n,s,n
687,12.03,533,51.8,4_3,3_10,n,n,l
688,4.7,533.2,18.1,9_2,2_6,n,s,n
689,4.59,534.3,12.6,9_2,2_6,n,s,n
690,4.31,534.5,20.7,5_1,1_0,r,n,n
692,4.23,535.3,18.2,9_2,2_6,n,s,n
693,13.02,535.3,43.7,9_2,2_6,n,s,n
694,4.29,536.3,61.8,5_1,1_8,s,n,n
695,4.3,536.7,16,9_2,2_6,n,s,n
696,4.55,536.9,13.2,9_2,2_6,n,s,n
697,5.01,537.9,30.8,9_2,3_4,n,r,l
698,4.47,538.4,21.8,9_2,2_6,n,s,n
699,4.95,538.9,33.3,5_1,1_0,r,n,n
700,4.29,539.5,57.7,5_1,1_8,s,n,n
701,4.09,539.7,14,9_2,2_6,n,s,n
702,4.67,540.6,26.6,9_2,3_4,n,r,l
704,5.08,540.7,48.8,0_1,2_6,s,l,n
705,4.6,540.8,57.7,5_1,1_8,s,n,n
706,5.54,541,72.7,10_3,3_7,n,n,s
707,4.49,541.6,14,9_2,2_6,n,s,n
708,5.97,542,24,9_2,2_6,n,s,n
709,4.98,542.7,27.4,9_2,3_4,n,r,l
710,4.35,543,58.1,5_1,1_8,s,n,n
711,4.45,543,80,7_3,3_4,n,n,l
712,5.41,543.1,62,9_2,2_6,n,s,n
713,5.21,543.6,69.3,10_3,3_4,n,n,r
715,5.02,544.2,55.9,9_2,2_6,n,s,n
716,5.03,544.8,57.4,5_1,1_8,s,n,n
717,4.49,544.9,55.2,9_2,2_6,n,s,n
718,5.2,546.7,33.3,0_1,3_4,s,s,s
721,4.79,547.3,55.6,5_1,1_8,s,n,n
723,4.51,549,67.6,10_3,3_4,n,n,r
725,11.68,551.2,51,9_2,2_6,n,s,n
726,4.84,551.6,122.8,4_3,2_6,n,r,s
727,4.98,553.4,115.3,0_1,2_6,s,l,n
728,4.48,554.6,54.2,9_2,2_6,n,s,n
730,4.53,555.9,63.8,10_3,3_7,n,n,s
731,5.14,557.5,127.6,4_3,2_6,n,r,s
732,4.91,561.1,15.4,4_3,3_7,n,n,r
733,4.78,563.4,15.5,4_3,3_7,n,n,r
734,4.5,566,36.2,9_2,2_6,n,s,n
736,4.48,570.3,101.8,7_3,1_8,l,s,r
737,5.1,571.5,16.6,0_1,1_8,r,n,n
738,4.26,576,27.7,9_2,2_6,n,s,n
739,5,577,92.6,4_3,1_8,l,s,s
740,4.63,583.7,25.4,7_3,3_10,n,n,s
741,4.9,588.2,23.6,7_3,3_10,n,n,s
745,4.86,589.9,70.1,5_1,3_4,l,s,s
746,5.54,590.1,85.5,0_1,3_4,s,s,s
747,4.38,590.5,12.8,5_1,1_8,s,n,n
748,6.06,590.7,63.2,0_1,1_2,,,
750,5.96,591.5,52.6,9_2,3_4,n,r,l
751,4.79,592.4,20.5,9_2,2_6,n,s,n
752,5.26,592.6,174.7,0_1,3_7,s,s,l
753,4.35,592.6,16.8,5_1,1_8,s,n,n
755,4.99,593.2,57.9,9_2,1_0,s,l,n
756,4.41,593.2,12.1,5_1,1_8,s,n,n
757,4.39,593.2,20.9,7_3,3_10,n,n,s
760,5.1,593.5,48.4,9_2,3_4,n,r,l
761,4.72,593.9,21,9_2,2_6,n,s,n
763,4.76,594.2,12.9,5_1,1_8,s,n,n
764,5.05,594.4,150.6,4_3,2_6,n,r,s
765,4.51,594.5,15.3,9_2,2_6,n,s,n
767,4.5,595.6,11.6,5_1,1_8,s,n,n
768,4.47,596.1,10.8,5_1,1_8,s,n,n
769,4.7,597.2,16,9_2,2_6,n,s,n
770,4.8,597.2,20.1,9_2,2_6,n,s,n
771,4.59,597.4,16,9_2,2_6,n,s,n
772,4.8,598.1,11.5,5_1,1_8,s,n,n
773,4.83,598.2,53.8,5_1,2_3,,,
774,4.55,598.8,11.2,5_1,1_8,s,n,n
775,4.67,599.3,15.8,9_2,2_6,n,s,n
776,5.2,599.5,56.1,4_3,3_10,n,n,l
777,4.53,599.5,19.9,9_2,2_6,n,s,n
778,4.6,599.7,14.1,9_2,2_6,n,s,n
780,4.77,600.3,73,10_3,1_0,s,s,l
782,4.29,600.4,16.2,7_3,3_10,n,n,s
783,5.19,600.5,82.2,0_1,3_4,s,s,s
781,4.6,600.8,46.8,2_1,1_0,,,
784,4.54,600.8,12.1,5_1,1_8,s,n,n
785,4.86,600.8,40.4,9_2,3_7,n,r,l
786,5.76,601,11.3,5_1,1_8,s,n,n
787,4.99,601.1,69.8,10_3,1_0,s,s,l
788,4.79,601.2,15.7,9_2,2_6,n,s,n
789,4.52,601.2,20.1,9_2,2_6,n,s,n
790,5.07,601.4,56.6,4_3,3_10,n,n,l
791,4.43,602,13.8,5_1,1_8,s,n,n
792,4.83,602.3,15.9,9_2,2_6,n,s,n
793,4.36,602.9,12.1,5_1,1_8,s,n,n
795,4.67,603.2,19.9,9_2,2_6,n,s,n
796,12.18,603.6,152.2,4_3,2_6,n,r,s
797,4.77,603.9,15.1,9_2,2_6,n,s,n
798,4.87,604,42.5,9_2,3_4,n,r,l
799,4.23,604.5,11.1,5_1,1_8,s,n,n
800,4.73,605.3,61.3,5_1,3_4,l,s,s
801,4.74,605.4,11.6,5_1,1_8,s,n,n
802,5.1,605.9,151.1,4_3,2_6,n,r,s
803,4.02,606,14.7,9_2,2_6,n,s,n
804,4.41,606.3,15.1,9_2,2_6,n,s,n
805,3.62,607.1,19,9_2,2_6,n,s,n
806,4.7,607.2,11.3,5_1,1_8,s,n,n
807,4.22,607.9,14.8,9_2,2_6,n,s,n
808,4.65,608.4,14.5,5_1,1_8,s,n,n
809,4.7,608.5,15.8,9_2,2_6,n,s,n
810,4.35,608.7,11.1,5_1,1_8,s,n,n
811,5.17,609.3,36.6,9_2,3_4,n,r,l
812,5.25,609.9,149.4,4_3,2_6,n,r,s
813,4.21,610.2,11.7,5_1,1_8,s,n,n
814,4.46,610.6,14.4,9_2,2_6,n,s,n
815,4.39,610.9,14.6,5_1,1_8,s,n,n
816,4.57,611.2,15.4,9_2,2_6,n,s,n
817,4.73,612,11.2,5_1,1_8,s,n,n
818,4.32,612.6,12.5,5_1,1_8,s,n,n
819,3.65,612.6,15.8,9_2,2_6,n,s,n
820,5.05,613.2,11.9,5_1,1_8,s,n,n
821,4.53,613.6,9.9,7_3,3_10,n,n,s
822,4.65,614.2,16.4,9_2,2_6,n,s,n
824,4.35,615.1,13.8,9_2,2_6,n,s,n
825,4.95,615.2,74,5_1,3_7,l,s,l
826,4.32,615.2,145.8,4_3,2_6,n,r,s
827,4.28,615.3,11.3,5_1,1_8,s,n,n
828,4.15,616,11.7,5_1,1_8,s,n,n
829,4.9,616.3,13.9,9_2,2_6,n,s,n
830,4.39,616.7,16.9,9_2,2_6,n,s,n
831,4.27,616.8,11.4,5_1,1_8,s,n,n
832,4.24,617,13.7,9_2,2_6,n,s,n
833,4.44,618.7,12.9,9_2,2_6,n,s,n
834,4.59,618.8,11.1,5_1,1_8,s,n,n
835,4.58,619.1,11,5_1,1_8,s,n,n
836,5.89,619.6,130.5,7_3,1_0,s,s,r
837,4.73,620.3,14.5,9_2,2_6,n,s,n
838,4.36,620.4,15.7,9_2,2_6,n,s,n
839,4.49,621.2,9.1,5_1,1_8,s,n,n
840,4.46,621.4,11,5_1,1_8,s,n,n
841,4.64,621.7,13.2,9_2,2_6,n,s,n
842,5.33,622.5,71.4,7_3,3_4,n,n,l
843,4.66,623.1,13.4,9_2,2_6,n,s,n
844,4.49,623.4,10.4,5_1,1_8,s,n,n
845,4.38,623.8,14.7,9_2,2_6,n,s,n
846,4.69,624,13.8,9_2,2_6,n,s,n
847,4.12,624.6,8.8,5_1,1_8,s,n,n
848,4.71,624.7,9.9,5_1,1_8,s,n,n
849,4.63,625.4,13.4,9_2,2_6,n,s,n
850,4.53,626,17.1,9_2,2_6,n,s,n
851,4.31,626.1,61.3,5_1,1_8,s,n,n
852,4.7,626.1,11.7,9_2,2_6,n,s,n
853,4.5,627.6,12.1,9_2,2_6,n,s,n
854,3.99,627.6,17.8,9_2,2_6,n,s,n
855,4.41,627.9,15.1,9_2,2_6,n,s,n
856,5.24,628.8,68.6,7_3,3_4,n,n,l
857,4.29,629.2,19,9_2,2_6,n,s,n
858,4.49,629.2,59.5,5_1,1_8,s,n,n
859,4.43,629.2,16.1,9_2,2_6,n,s,n
860,4.75,629.6,18.8,9_2,2_6,n,s,n
861,4.23,631.4,19.6,9_2,2_6,n,s,n
862,4.23,631.5,15.9,9_2,2_6,n,s,n
863,4.91,631.6,57.9,9_2,2_6,n,s,n
864,4.59,631.7,58.9,5_1,1_8,s,n,n
865,4.19,631.9,56.6,5_1,1_8,s,n,n
867,4.93,633.9,56.1,5_1,1_8,s,n,n
868,4.96,634,67.4,9_2,2_6,n,s,n
869,4.67,634.9,105.4,9_2,3_4,n,r,l
871,5,635.1,106.1,5_1,2_3,,,
872,4.94,635.3,55.8,5_1,1_8,s,n,n
874,4.48,636.9,52.5,9_2,2_6,n,s,n
875,5.1,637.3,55,5_1,1_8,s,n,n
876,4.99,637.4,62.6,7_3,3_4,n,n,l
877,5,637.4,48.7,0_1,3_10,s,s,r
878,4.93,637.8,115.9,5_1,3_4,l,s,s
879,4.61,638.4,54.5,5_1,1_8,s,n,n
880,5.53,642.4,53.2,5_1,1_8,s,n,n
881,3.74,642.4,113.3,5_1,3_4,l,s,s
882,5.45,643.9,65.8,10_3,3_7,n,n,s
884,4.97,649.1,63.9,10_3,3_7,n,n,s
886,4.9,650.6,102.8,4_3,1_8,l,s,s
887,4.4,651.5,64.4,10_3,3_7,n,n,s
889,4.94,652.2,11.5,2_3,3_4,,,
895,4.83,656.1,45.3,7_3,3_4,n,n,l
896,4.96,657.2,106.2,4_3,2_6,n,r,s
898,5.19,659.3,59.9,10_3,3_7,n,n,s
899,3.02,659.5,69.6,7_3,3_4,n,n,l
900,4.39,659.8,12.3,9_2,3_4,,,
901,4.22,660.6,28.6,9_2,2_6,n,s,n
902,5.06,665.6,104.5,4_3,2_6,n,r,s
904,4.59,671.9,24.6,7_3,3_10,n,n,s
905,5.09,672.2,117.7,4_3,2_6,n,r,s
906,5.18,673.3,81,0_1,2_3,,,
907,5.19,674.2,77.9,4_3,3_10,n,n,l
908,4.86,675.6,159,0_1,2_6,s,l,n
909,5,675.8,163.1,4_3,2_6,n,r,s
910,4.76,678.7,26.6,9_2,2_6,n,s,n
911,4.99,679.8,59.3,9_2,3_4,n,r,l
912,4.93,680.7,17.8,7_3,3_10,n,n,s
913,5.34,680.9,160.6,4_3,2_6,n,r,s
914,4.41,681,11.9,9_2,2_6,n,s,n
915,4.43,681,13.9,9_2,2_6,n,s,n
916,10.43,681.2,13.3,5_1,1_8,s,n,n
918,4.43,682.7,13.5,5_1,1_8,s,n,n
919,6.04,683,58.2,9_2,3_4,n,r,l
920,4.47,683.4,24.7,9_2,2_6,n,s,n
922,4.43,684.3,13.7,9_2,2_6,n,s,n
923,3.69,684.3,13.1,5_1,1_8,s,n,n
924,5.44,684.7,78.1,4_3,1_8,l,s,s
925,4.36,684.7,13.4,5_1,1_8,s,n,n
926,4.38,685,12.5,9_2,2_6,n,s,n
928,4.8,686.3,12.8,9_2,2_6,n,s,n
930,5.79,687,20.4,5_1,1_8,s,n,n
931,4.35,687,12.6,5_1,1_8,s,n,n
932,4.37,687.4,12.2,5_1,1_8,s,n,n
933,5.03,687.4,77.4,4_3,1_8,l,s,s
934,4.62,687.9,13.5,9_2,2_6,n,s,n
935,4.7,688.6,157.7,4_3,2_6,n,r,s
936,4.3,688.7,11.4,9_2,2_6,n,s,n
937,5.83,688.7,23.8,9_2,2_6,n,s,n
938,4.45,688.8,14.3,9_2,2_6,n,s,n
939,5.02,690,65.8,7_3,1_8,l,s,r
940,4.43,690.5,55,5_1,2_3,,,
941,4.42,690.6,13,5_1,1_8,s,n,n
942,4.08,690.7,12.8,9_2,2_6,n,s,n
943,4.46,690.9,10.9,5_1,1_8,s,n,n
944,4.44,691.8,23.4,9_2,2_6,n,s,n
945,4.71,691.8,13.8,9_2,2_6,n,s,n
946,4.48,692.1,10.8,5_1,1_8,s,n,n
947,4.71,692.4,54.8,5_1,2_6,l,l,n
949,5.16,692.8,39.9,7_3,3_4,n,n,l
950,4.27,693,13.7,9_2,2_6,n,s,n
951,4.26,693.1,10.6,5_1,1_8,s,n,n
952,4.38,693.1,59.4,4_3,3_7,n,n,r
953,4.14,693.7,13.4,9_2,2_6,n,s,n
956,4.35,695,10.2,5_1,1_8,s,n,n
957,4.7,695.3,22.9,9_2,2_6,n,s,n
958,5.19,695.5,14,9_2,2_6,n,s,n
959,4.82,695.5,38.5,7_3,3_4,n,n,l
961,4.59,695.7,12.2,5_1,1_8,s,n,n
963,4.68,697.1,12.6,9_2,2_6,n,s,n
964,11.67,697.1,46.1,9_2,3_4,n,r,l
965,4.3,697.3,10.1,5_1,1_8,s,n,n
966,4.27,697.5,12,5_1,1_8,s,n,n
967,5.05,698.1,14,9_2,2_6,n,s,n
968,4.29,698.2,13,9_2,2_6,n,s,n
970,4.53,698.8,12.2,5_1,1_8,s,n,n
971,4.65,698.9,23.1,9_2,2_6,n,s,n
972,4.73,699.5,10.2,5_1,1_8,s,n,n
976,4.61,700.6,12,5_1,1_8,s,n,n
977,4.62,700.9,14.6,9_2,2_6,n,s,n
979,4.91,702,55.7,5_1,3_4,l,s,s
980,4.78,702.7,65.6,0_1,2_6,s,l,n
981,5.12,703.4,131.1,4_3,1_8,l,s,s
982,5.31,703.8,9.3,5_1,1_8,s,n,n
983,4.42,703.9,21.6,9_2,2_6,n,s,n
984,4.75,703.9,14,9_2,2_6,n,s,n
986,4.21,704.4,11.4,5_1,1_8,s,n,n
987,4.02,704.8,17.2,10_3,3_7,n,n,s
988,4.04,705.3,42.6,5_1,2_3,,,
989,4.4,705.8,39,9_2,3_4,n,r,l
990,4.77,705.9,21.7,9_2,2_6,n,s,n
991,4.55,705.9,14.6,9_2,2_6,n,s,n
993,4.21,707,10.7,5_1,1_8,s,n,n
994,5.04,707.5,43.1,5_1,2_3,,,
995,5.99,707.7,15.2,9_2,2_6,n,s,n
996,5.1,708,34.6,0_1,1_8,r,n,n
998,4.44,708.3,9.1,5_1,1_8,s,n,n
999,4.14,709,10.6,5_1,1_8,s,n,n
1001,5.04,710.1,50.3,5_1,3_4,l,s,s
1002,4.74,710.1,15.2,9_2,2_6,n,s,n
1004,4.2,710.8,13.3,10_3,3_7,n,n,s
1005,4.36,711.5,10.5,5_1,1_8,s,n,n
1006,5.03,712,35.2,9_2,3_4,n,r,l
1007,4.31,712.1,24.7,9_2,2_6,n,s,n
1008,4.5,712.4,19,9_2,2_6,n,s,n
1009,4.34,712.5,13.1,10_3,3_7,n,n,s
1010,4.15,713.2,15.3,9_2,2_6,n,s,n
1012,4.84,713.6,48.9,5_1,3_4,l,s,s
1013,4.06,714,9.4,9_2,2_6,n,s,n
1014,5.05,714.1,9.8,9_2,2_3,,,
1015,4.55,715,21.8,9_2,2_6,n,s,n
1018,4.39,715.6,61.5,5_1,1_8,s,n,n
1019,4.46,715.6,11.7,10_3,3_7,n,n,s
1020,4.41,715.8,10.3,9_2,2_6,n,s,n
1021,4.88,715.9,15.1,9_2,2_6,n,s,n
1022,4.19,717.3,10.2,9_2,2_6,n,s,n
1023,4.22,717.4,30.8,9_2,2_6,n,s,n
1024,5.66,718.1,15.7,9_2,2_6,n,s,n
1025,4.92,718.2,49.3,7_3,2_6,n,r,r
1026,4.48,718.5,30.5,9_2,3_4,n,r,l
1027,4.62,718.7,10.2,9_2,2_6,n,s,n
1029,4.94,719.1,25.7,9_2,1_0,s,l,n
1031,4.47,720.3,63.1,5_1,1_8,s,n,n
1032,6.4,721.4,136.6,10_3,2_6,n,r,l
1034,4.61,721.9,10.6,9_2,2_6,n,s,n
1035,5.1,722.2,73,9_2,2_6,n,s,n
1036,6.11,722.2,49.7,9_2,node2,,,
1037,3.89,722.8,55.7,5_1,1_8,s,n,n
1038,4.57,723.4,72.8,9_2,2_6,n,s,n
1039,5.12,723.9,47.5,2_3,3_7,,,
1040,4.32,724.2,61.5,9_2,2_6,n,s,n
1041,5.36,724.2,85,7_3,3_4,n,n,l
1042,4.88,724.3,12.9,9_2,2_6,n,s,n
1043,4.71,726.1,75.1,9_2,2_6,n,s,n
1044,6.31,726.3,114,5_1,3_4,l,s,s
1045,4.56,726.6,63.6,9_2,2_6,n,s,n
1047,4.89,727.8,66.8,7_3,3_10,n,n,s
1048,4.32,729.5,74.9,9_2,2_6,n,s,n
1049,5.02,729.6,63.4,9_2,2_6,n,s,n
1052,5.07,731.5,38.4,0_1,3_4,s,s,s
1053,5.27,731.8,54.1,7_3,3_4,n,n,l
1055,3.78,734.6,61,9_2,2_6,n,s,n
1056,6.39,736.9,72.1,9_2,2_6,n,s,n
1059,5.04,741.3,9.2,2_3,3_4,,,
1060,4.42,741.3,106.9,4_3,2_6,n,r,s
1062,4.78,744.5,97.7,0_1,1_8,r,n,n
1064,5.75,744.7,106.1,4_3,2_6,n,r,s
1066,4.49,745.7,10.9,2_3,3_4,,,
1067,4.42,746.8,52,10_3,3_7,n,n,s
1068,5.25,747.1,40.8,7_3,3_4,n,n,l
1069,4.16,748.1,10.2,2_3,3_4,,,
1070,5.02,748.3,95.7,4_3,1_0,s,s,s
1071,5.29,748.9,28.5,4_3,3_7,n,n,r
1072,5,749.4,80.1,9_2,3_4,n,r,l
1073,5.37,749.4,114.5,0_1,2_6,s,l,n
1074,5.08,750.7,46.3,7_3,3_10,n,n,s
1075,5.09,750.7,11.2,2_3,3_4,,,
1076,4.76,752.6,91.1,4_3,2_6,n,r,s
1077,5.03,753.4,60,10_3,3_4,n,n,r
1078,4.98,754.4,11.6,2_3,3_4,,,
1079,4.76,755.1,77.2,9_2,3_4,n,r,l
1080,4.75,755.7,44.8,7_3,3_10,n,n,s
1081,4.64,756.2,60.7,10_3,3_7,n,n,s
1082,4.97,760,59.2,10_3,3_7,n,n,s
1083,4.91,760,20.5,9_2,2_6,n,s,n
1084,5.17,768.5,21.2,7_3,3_4,n,n,l
1085,6.64,769.4,91.7,4_3,2_6,n,r,s
1086,5.14,769.6,82.2,4_3,1_8,l,s,s
1087,5.73,770.2,14.4,9_2,2_6,n,s,n
1088,4.38,770.5,15,5_1,1_8,s,n,n
1089,5.97,770.8,62.7,9_2,3_4,n,r,l
1090,5.35,771.2,12,9_2,2_6,,,
1091,3.8,771.8,80.2,5_1,2_6,l,l,n
1092,4.55,773.3,11.8,5_1,1_8,s,n,n
1093,5.19,773.8,9.5,5_1,1_8,s,n,n
1094,4.94,773.9,66.9,5_1,3_4,l,s,s
1095,4.69,774.1,16.7,7_3,3_4,n,n,l
1096,4.98,774.5,55.5,9_2,3_4,n,r,l
1098,4.21,775.7,10.8,5_1,1_8,s,n,n
1099,4.58,775.8,21.8,9_2,2_6,n,s,n
1100,4.7,775.8,13.5,9_2,2_6,n,s,n
1101,5.28,776.9,58.3,9_2,3_4,n,r,l
1102,4.23,777.9,11.4,5_1,1_8,s,n,n
1103,5.3,778,79.2,4_3,1_8,l,s,s
1104,4.4,778.1,8.5,5_1,1_8,s,n,n
1105,5.23,778.1,55.1,5_1,2_3,,,
1106,4.9,778.4,13.3,9_2,2_6,n,s,n
1107,4.98,778.5,34.2,9_2,2_6,n,s,n
1108,5.46,779.5,138.1,4_3,2_6,n,r,s
1109,4.12,779.6,8.9,5_1,1_8,s,n,n
1110,5.42,779.7,20.2,9_2,2_6,n,s,n
1111,4.88,779.7,51.8,9_2,3_4,n,r,l
1112,4.42,780.8,10.7,5_1,1_8,s,n,n
1113,4.25,782,19.9,9_2,2_6,n,s,n
1114,4.64,782.7,33,9_2,2_6,n,s,n
1115,5.57,782.9,76.6,4_3,1_8,l,s,s
1116,4.92,783.2,76.8,9_2,3_7,n,r,l
1117,3.99,783.4,8.1,5_1,1_8,s,n,n
1118,4.07,783.5,10.5,5_1,1_8,s,n,n
1119,4.31,784.6,33.5,9_2,2_6,n,s,n
1120,4.61,784.6,20.1,9_2,2_6,n,s,n
1121,4.97,785,47.8,9_2,3_4,n,r,l
1122,5.27,785.5,68.1,7_3,2_6,n,r,r
1123,4.25,785.8,9.2,5_1,1_8,s,n,n
1124,4.87,785.9,149.6,4_3,1_8,l,s,s
1125,4.01,787,25.8,9_2,2_6,n,s,n
1126,4.6,787.4,13.1,9_2,2_3,,,
1127,4.93,787.6,15.6,7_3,3_10,n,n,s
1128,4.43,787.9,19.5,9_2,2_6,n,s,n
1129,4.66,788.1,9.3,5_1,1_8,s,n,n
1130,6.31,788.4,60.1,4_3,3_10,n,n,l
1131,4.58,789.9,60.2,7_3,1_8,l,s,r
1132,4.14,790.3,12.4,9_2,2_6,n,s,n
1133,4.98,790.5,8.9,9_2,node2,,,
1134,4.14,790.5,41.5,9_2,1_0,s,l,n
1135,4.23,790.7,9.4,5_1,1_8,s,n,n
1137,4.6,792.4,9.4,5_1,1_8,s,n,n
1138,4.14,792.5,213.3,4_3,1_8,l,s,s
1139,4.88,793.1,29,7_3,3_4,n,n,l
1140,5.17,793.2,132.2,4_3,2_6,n,r,s
1141,4.65,793.4,14.2,9_2,2_6,n,s,n
1142,4.41,793.9,20.7,9_2,2_6,n,s,n
1143,4.93,794,39.9,9_2,1_0,s,l,n
1144,4.28,794,9.5,5_1,1_8,s,n,n
1145,4.39,794.8,9.4,5_1,1_8,s,n,n
1146,4.47,794.9,84.8,10_3,3_7,n,n,s
1147,4.57,795.8,14.5,9_2,2_6,n,s,n
1148,4.46,795.9,9.1,5_1,1_8,s,n,n
1149,4.87,796.2,15.7,7_3,3_10,n,n,s
1150,5.02,796.6,151.1,4_3,1_8,l,s,s
1151,4.35,796.9,9.4,5_1,1_8,s,n,n
1152,4.3,797.1,29.7,9_2,2_6,n,s,n
1153,4.35,797.3,25.2,9_2,2_6,n,s,n
1154,4.88,797.8,58,5_1,2_6,l,l,n
1155,4.13,797.9,22.9,10_3,3_7,n,n,s
1156,4.42,798.5,14.8,9_2,2_6,n,s,n
1157,4.62,798.6,10.5,5_1,1_0,r,n,n
1159,4.31,798.8,11.3,9_2,2_6,,,
1160,4.34,799,9.2,5_1,1_8,s,n,n
1161,4.59,799.2,120.8,9_2,1_0,s,l,n
1162,5,800.9,36.2,2_3,3_4,,,
1163,4.61,801.1,10.4,5_1,1_0,r,n,n
1164,4.25,801.5,27.4,9_2,2_6,n,s,n
1165,5.39,801.6,41.1,4_3,3_7,n,n,r
1166,4.65,802,9,5_1,1_8,s,n,n
1167,5.58,802.9,9,5_1,1_8,s,n,n
1168,4.9,803.1,13.4,9_2,2_6,n,s,n
1169,4.52,803.3,7.2,5_1,1_8,s,n,n
1170,4.4,804,28.9,9_2,2_6,n,s,n
1171,4.64,804.7,13.4,9_2,2_6,n,s,n
1172,4.31,804.8,8.9,5_1,1_8,s,n,n
1173,4.64,804.8,118.8,9_2,1_0,s,l,n
1174,4.63,805.8,63.4,5_1,1_8,s,n,n
1175,4.14,806.7,15.6,9_2,2_6,n,s,n
1176,3.97,806.9,14,9_2,2_6,n,s,n
1177,5.06,807,10.2,7_3,3_10,n,n,s
1178,5.18,807.1,120.2,4_3,2_6,n,r,s
1179,4.68,807.3,60,5_1,1_8,s,n,n
1180,4.7,807.3,74.2,9_2,2_6,n,s,n
1181,4.89,807.5,63.3,5_1,1_8,s,n,n
1182,6.14,808.2,60.5,5_1,1_8,s,n,n
1183,5.85,808.9,123.5,5_1,3_4,l,s,s
1184,4.28,809.2,26.4,9_2,2_6,n,s,n
1185,4.82,811.8,58.1,5_1,1_8,s,n,n
1186,4.69,812.4,60.8,9_2,2_6,n,s,n
